DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/25/2014,8:00,QUEENS,11375,40.719584000000005,-73.83977229999999,POINT (-73.8397723 40.719584),QUEENS BOULEVARD                ,ASCAN AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,325431,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/26/2013,21:00,MANHATTAN,10036,40.76082279999999,-73.9983142,POINT (-73.9983142 40.7608228),WEST 42 STREET                  ,11 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,20963,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/04/2018,19:04,,,40.656063,-73.93956999999999,POINT (-73.93957 40.656063),ALBANY AVENUE                   ,,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,,,,3974453,Station Wagon/Sport Utility Vehicle,Sedan,,,
09/03/2015,9:00,MANHATTAN,10019.0,40.768595,-73.98521640000001,POINT (-73.9852164 40.768595),WEST 58 STREET                  ,9 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3289947,SMALL COM VEH(4 TIRES) ,UNKNOWN,,,
02/24/2016,8:38,BRONX,10468.0,40.8708573,-73.8977908,POINT (-73.8977908 40.8708573),RESERVOIR AVENUE                ,STRONG STREET                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3394165,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/12/2018,17:23,,,40.691494,-73.93077,POINT (-73.93077 40.691494),REID AVENUE                     ,,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3979813,Bike,Sedan,,,
05/12/2015,5:45,QUEENS,11421.0,40.696139200000005,-73.8528291,POINT (-73.8528291 40.6961392),WOODHAVEN BOULEVARD             ,85 ROAD                         ,,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,,,3219345,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
04/18/2019,15:18,,,40.663227,-73.93159,POINT (-73.93159 40.663227),REMSEN AVENUE                   ,EAST NEW YORK AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4118394,Sedan,Station Wagon/Sport Utility Vehicle,,,
07/05/2014,19:20,,,,,,HAMILTON AVENUE                 ,3 AVENUE                        ,,6.0,0.0,0,0,0,0,6,0,Unspecified,Unspecified,,,,703302,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/05/2019,4:30,MANHATTAN,10013.0,40.719193,-73.99985,POINT (-73.99985 40.719193),LAFAYETTE STREET                ,HOWARD STREET,,2.0,0.0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,4125675,Sedan,Sedan,,,
12/19/2012,12:00,MANHATTAN,10012,40.7203211,-73.9940403,POINT (-73.9940403 40.7203211),KENMARE STREET                  ,BOWERY                          ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,6469,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
05/15/2018,16:25,MANHATTAN,10002.0,40.71918,-73.99029,POINT (-73.99029 40.71918),DELANCEY STREET                 ,ALLEN STREET,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3901515,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
08/31/2015,16:25,STATEN ISLAND,10305.0,40.5859406,-74.0926175,POINT (-74.0926175 40.5859406),LIBERTY AVENUE                  ,HYLAN BOULEVARD                 ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3292783,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/12/2017,12:00,BROOKLYN,11221.0,40.69321,-73.91256,POINT (-73.91256 40.69321),CORNELIA STREET                 ,WILSON AVENUE,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3690837,MOTORCYCLE,SPORT UTILITY / STATION WAGON,,,
09/30/2017,12:57,BROOKLYN,11225.0,40.664528000000004,-73.9612,POINT (-73.9612 40.664528),,,1015      WASHINGTON AVENUE             ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3760394,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
05/06/2015,9:00,BRONX,10467,40.885463,-73.8791723,POINT (-73.8791723 40.885463),JEROME AVENUE                   ,EAST 213 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3216710,PASSENGER VEHICLE,UNKNOWN,,,
07/18/2019,10:45,QUEENS,11420.0,40.666855,-73.80425,POINT (-73.80425 40.666855),NORTH CONDUIT AVENUE            ,135 STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4172929,Sedan,Station Wagon/Sport Utility Vehicle,,,
02/02/2013,21:52,BROOKLYN,11214,40.611084600000005,-73.99831440000001,POINT (-73.9983144 40.6110846),18 AVENUE                       ,79 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,122911,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/07/2016,20:00,QUEENS,11378.0,40.719406,-73.90250400000001,POINT (-73.902504 40.719406),FRESH POND ROAD                 ,59 AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3458007,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/14/2016,16:31,,,40.826057,-73.89721999999999,POINT (-73.89722 40.826057),INTERVALE AVENUE                ,EAST 167 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3541141,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/30/2018,19:14,BROOKLYN,11204.0,40.623367,-73.989494,POINT (-73.989494 40.623367),17 AVENUE                       ,60 STREET,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3975671,Sedan,Station Wagon/Sport Utility Vehicle,,,
08/23/2019,8:30,BRONX,10454.0,40.807365000000004,-73.918755,POINT (-73.918755 40.807365),,,519       EAST 138 STREET               ,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4194953,Station Wagon/Sport Utility Vehicle,Taxi,,,
09/26/2016,15:00,QUEENS,11420,40.6821,-73.8154,POINT (-73.8154 40.6821),,,125-14    HAWTREE CREEK ROAD            ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3528086,PASSENGER VEHICLE,,,,
09/26/2015,5:05,MANHATTAN,10018,40.754317,-73.98686540000001,POINT (-73.9868654 40.754317),WEST 40 STREET                  ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3303625,SPORT UTILITY / STATION WAGON,,,,
09/21/2017,0:04,,,40.845104,-73.91494,POINT (-73.91494 40.845104),CROSS BRONX EXPY                ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3755857,PASSENGER VEHICLE,PICK-UP TRUCK,,,
05/04/2013,15:30,MANHATTAN,10023,40.7683914,-73.9816785,POINT (-73.9816785 40.7683914),CENTRAL PARK WEST               ,COLUMBUS CIRCLE                 ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Turning Improperly,,,,41154,LIVERY VEHICLE,BUS,,,
06/02/2017,18:40,BRONX,10455.0,40.81361,-73.91334499999999,POINT (-73.913345 40.81361),EAST 148 STREET                 ,SAINT ANNS AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3685083,SPORT UTILITY / STATION WAGON,,,,
12/30/2016,17:20,,,40.666121999999994,-73.93139000000001,POINT (-73.93139 40.666122),UTICA AVENUE                    ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3589480,PASSENGER VEHICLE,,,,
04/11/2016,8:00,,,40.61443,-74.03956600000001,POINT (-74.039566 40.61443),Belt Pkwy                       ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3415682,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/25/2015,3:40,,,,,,LAUREL HILL BOULEVARD           ,48 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3158974,PASSENGER VEHICLE,LIVERY VEHICLE,PASSENGER VEHICLE,,
10/21/2016,19:55,MANHATTAN,10039.0,40.821964,-73.93583000000001,POINT (-73.93583 40.821964),,,101       WEST 147 STREET               ,1.0,0.0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3545990,SPORT UTILITY / STATION WAGON,,,,
05/01/2013,16:55,,,,,,EAST 34 STREET                  ,TUNNEL ENTRANCE STREET          ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,34786,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
06/04/2017,10:15,,,40.826275,-73.85970999999999,POINT (-73.85971 40.826275),WHITE PLAINS ROAD               ,BRUCKNER BOULEVARD,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3683956,TAXI,SPORT UTILITY / STATION WAGON,,,
04/04/2016,7:48,MANHATTAN,10029.0,,,,EAST 109 STREET                 ,3 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3409462,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/31/2014,10:10,BROOKLYN,11220.0,40.645665799999996,-74.0097367,POINT (-74.0097367 40.6456658),49 STREET                       ,5 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3145558,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/28/2013,17:25,QUEENS,11420,40.6795239,-73.81075890000001,POINT (-73.8107589 40.6795239),130 STREET                      ,115 AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,230655,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/01/2014,15:50,QUEENS,11354,40.7604644,-73.8265417,POINT (-73.8265417 40.7604644),ROOSEVELT AVENUE                ,UNION STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1032634,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/31/2016,18:20,MANHATTAN,10035.0,40.803425,-73.93309,POINT (-73.93309 40.803425),EAST 126 STREET                 ,2 AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3513199,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
10/27/2017,17:55,BROOKLYN,11230.0,40.624179999999996,-73.97048000000001,POINT (-73.97048 40.62418),AVENUE J                        ,OCEAN PARKWAY,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3779480,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/12/2015,8:20,,,40.791492100000006,-73.935763,POINT (-73.935763 40.7914921),,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,3257067,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/02/2014,11:00,BRONX,10466,40.888858500000005,-73.8449702,POINT (-73.8449702 40.8888585),EAST 232 STREET                 ,ELY AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,99264,PASSENGER VEHICLE,UNKNOWN,,,
03/21/2018,20:49,BROOKLYN,11233.0,40.680766999999996,-73.91332,POINT (-73.91332 40.680767),,,287       SUMPTER STREET                ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3866766,PICK-UP TRUCK,,,,
09/03/2013,19:50,QUEENS,11368,40.7371625,-73.8640475,POINT (-73.8640475 40.7371625),57 AVENUE                       ,97 STREET                       ,,1.0,0.0,0,0,1,0,0,0,Unspecified,Unspecified,,,,257980,PASSENGER VEHICLE,BICYCLE,,,
03/02/2018,11:35,,,40.716312,-73.81938000000001,POINT (-73.81938 40.716312),GRAND CENTRAL PKWY              ,,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3855353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/13/2018,18:08,MANHATTAN,10016.0,40.74892,-73.9779,POINT (-73.9779 40.74892),LEXINGTON AVENUE                ,EAST 38 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3827675,TAXI,SPORT UTILITY / STATION WAGON,,,
02/10/2016,18:30,,,40.741214,-73.8427593,POINT (-73.8427593 40.741214),,,,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3387037,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
06/21/2017,9:06,BROOKLYN,11216.0,40.669857,-73.95051,POINT (-73.95051 40.669857),EASTERN PARKWAY                 ,NOSTRAND AVENUE,,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3697231,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/28/2014,14:20,QUEENS,11434,40.6733867,-73.77567059999998,POINT (-73.7756706 40.6733867),BREWER BOULEVARD                ,134 AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,272434,PASSENGER VEHICLE,UNKNOWN,,,
07/27/2016,23:45,QUEENS,11416,40.688534000000004,-73.84119,POINT (-73.84119 40.688534),,,95-18     103 STREET                    ,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3489693,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/26/2018,9:59,MANHATTAN,10016.0,40.745647,-73.98451999999999,POINT (-73.98452 40.745647),,,128       MADISON AVENUE                ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3931923,Box Truck,Van,,,
09/09/2012,19:52,QUEENS,11364,40.7594559,-73.75230400000001,POINT (-73.752304 40.7594559),50 AVENUE                       ,232 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,,,,,259882,PASSENGER VEHICLE,,,,
12/10/2016,20:15,MANHATTAN,10023.0,40.77383,-73.9861,POINT (-73.9861 40.77383),,,216       WEST 64 STREET                ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3577963,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/22/2013,17:00,QUEENS,11433,40.690170200000004,-73.7959083,POINT (-73.7959083 40.6901702),110 AVENUE                      ,153 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,211141,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
07/30/2012,18:30,STATEN ISLAND,10309,40.5414046,-74.21475129999999,POINT (-74.2147513 40.5414046),WINANT AVENUE                   ,WOODROW ROAD                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,301367,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/14/2013,17:30,MANHATTAN,10016,40.749101700000004,-73.9840766,POINT (-73.9840766 40.7491017),EAST 35 STREET                  ,5 AVENUE                        ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,28142,BUS,TAXI,,,
12/21/2018,7:15,,,40.811367,-73.95402,POINT (-73.95402 40.811367),WEST 125 STREET                 ,,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,4049518,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
01/15/2015,12:20,MANHATTAN,10017.0,40.748214700000005,-73.96853979999999,POINT (-73.9685398 40.7482147),EAST 42 STREET                  ,FDR DRIVE                       ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Other Vehicular,,,,3153152,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/09/2013,17:49,BRONX,10466,40.888587799999996,-73.8498787,POINT (-73.8498787 40.8885878),EAST 230 STREET                 ,PAULDING AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,99092,PASSENGER VEHICLE,,,,
04/17/2014,17:40,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2897887,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/21/2018,13:30,BROOKLYN,11231.0,40.677859999999995,-74.012314,POINT (-74.012314 40.67786),SULLIVAN STREET                 ,VAN BRUNT STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3946179,Sedan,,,,
12/12/2013,16:25,,,,,,FOREST AVENUE                   ,MAPLE PARKWAY                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,292288,PASSENGER VEHICLE,UNKNOWN,,,
10/02/2018,10:24,,,,,,CROSS BRONX EXPWY SERVICE ROAD  ,WHITE PLAINS ROAD,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3991952,Sedan,Sedan,,,
03/21/2018,20:55,QUEENS,11385.0,40.70612,-73.88460500000001,POINT (-73.884605 40.70612),OTTO ROAD                       ,69 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3867810,PASSENGER VEHICLE,,,,
06/19/2015,15:55,MANHATTAN,10014.0,40.729825899999994,-74.0106005,POINT (-74.0106005 40.7298259),WEST STREET                     ,CLARKSON STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3243287,PASSENGER VEHICLE,UNKNOWN,,,
10/29/2018,9:00,QUEENS,11373.0,40.739395,-73.87791999999999,POINT (-73.87792 40.739395),CORONA AVENUE                   ,BROADWAY,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4010364,Sedan,,,,
02/27/2019,16:40,MANHATTAN,10033.0,40.84748,-73.94067,POINT (-73.94067 40.84748),,,2         SOUTH PINEHURST AVENUE        ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4088334,Station Wagon/Sport Utility Vehicle,,,,
03/23/2013,10:00,QUEENS,11361,40.7612179,-73.7707868,POINT (-73.7707868 40.7612179),213 STREET                      ,43 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Driver Inexperience,,,,261338,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/03/2017,17:25,,,40.79801,-73.827065,POINT (-73.827065 40.79801),BRONX WHITESTONE BRIDGE         ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3704835,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
03/23/2018,17:13,MANHATTAN,10033.0,40.846621999999996,-73.93732,POINT (-73.93732 40.846622),WEST 176 STREET                 ,WADSWORTH AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3869194,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
07/05/2013,22:47,BRONX,10465,40.8441336,-73.8203636,POINT (-73.8203636 40.8441336),STADIUM AVENUE                  ,GRISWOLD AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,90695,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/24/2015,22:57,MANHATTAN,10027.0,40.811266100000005,-73.9578098,POINT (-73.9578098 40.8112661),AMSTERDAM AVENUE                ,WEST 123 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3343296,LARGE COM VEH(6 OR MORE TIRES),VAN,,,
04/02/2019,20:30,MANHATTAN,10010.0,40.736576,-73.977905,POINT (-73.977905 40.736576),,,420       EAST 23 STREET                ,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4109103,Sedan,Sedan,,,
09/15/2015,15:55,MANHATTAN,10128.0,40.7794969,-73.9534934,POINT (-73.9534934 40.7794969),3 AVENUE                        ,EAST 87 STREET                  ,,1.0,0.0,1,0,0,0,0,0,Other Vehicular,,,,,3296739,PASSENGER VEHICLE,,,,
05/04/2015,17:00,BROOKLYN,11206,40.6934153,-73.9401172,POINT (-73.9401172 40.6934153),MARCUS GARVEY BOULEVARD         ,PULASKI STREET                  ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3214362,PASSENGER VEHICLE,UNKNOWN,,,
06/13/2017,7:55,MANHATTAN,10040.0,40.863983000000005,-73.92845,POINT (-73.92845 40.863983),,,91        ARDEN STREET                  ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3689809,SPORT UTILITY / STATION WAGON,,,,
05/25/2015,11:30,STATEN ISLAND,10305.0,40.612460799999994,-74.0693296,POINT (-74.0693296 40.6124608),HYLAN BOULEVARD                 ,VERMONT AVENUE                  ,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3227305,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
06/24/2015,12:00,STATEN ISLAND,10306.0,40.577945,-74.10231529999999,POINT (-74.1023153 40.577945),MIDLAND AVENUE                  ,HYLAN BOULEVARD                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3246129,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
07/18/2018,13:35,BROOKLYN,11207.0,40.685368,-73.9109,POINT (-73.9109 40.685368),BUSHWICK AVENUE                 ,DECATUR STREET,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3944201,Sedan,Concrete Mixer,,,
06/03/2015,14:35,MANHATTAN,10003.0,40.7371325,-73.9903293,POINT (-73.9903293 40.7371325),EAST 17 STREET                  ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3233445,UNKNOWN,UNKNOWN,,,
07/25/2016,19:00,BROOKLYN,11213,40.66989,-73.93381,POINT (-73.93381 40.66989),SCHENECTADY AVENUE              ,LINCOLN PLACE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3490191,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
07/12/2017,18:30,QUEENS,11434.0,40.663395,-73.772095,POINT (-73.772095 40.663395),,,175-05    145 DRIVE                     ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3709867,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
04/11/2013,8:20,QUEENS,11369,40.7671539,-73.8836865,POINT (-73.8836865 40.7671539),DITMARS BOULEVARD               ,23 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,281803,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/29/2018,21:20,,,40.740173,-73.98427,POINT (-73.98427 40.740173),LEXINGTON AVENUE                ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3872634,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/20/2013,20:34,BRONX,10453,40.85447070000001,-73.9100739,POINT (-73.9100739 40.8544707),WEST BURNSIDE AVENUE            ,HARRISON AVENUE                 ,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,93906,UNKNOWN,,,,
07/25/2018,18:15,BRONX,10457.0,40.839935,-73.900925,POINT (-73.900925 40.839935),EAST 172 STREET                 ,BATHGATE AVENUE,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,3948424,Sedan,Sedan,,,
01/07/2014,13:44,MANHATTAN,10019,40.76929570000001,-73.9949385,POINT (-73.9949385 40.7692957),WEST SIDE HIGHWAY               ,WEST 54 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Fatigued/Drowsy,,,,44244,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/24/2016,22:10,BRONX,10452.0,40.838017,-73.92746,POINT (-73.92746 40.838017),,,1201      UNIVERSITY AVENUE             ,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Other Vehicular,,,,3567851,PASSENGER VEHICLE,,,,
05/08/2014,2:30,QUEENS,11360,40.77829620000001,-73.7867667,POINT (-73.7867667 40.7782962),23 AVENUE                       ,207 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,332238,PASSENGER VEHICLE,,,,
02/08/2017,13:55,,,40.74327,-73.961464,POINT (-73.961464 40.74327),QUEENS MIDTOWN TUNNEL           ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3615091,PASSENGER VEHICLE,,,,
12/13/2017,18:02,BROOKLYN,11220.0,40.645920000000004,-74.02384,POINT (-74.02384 40.64592),58 STREET                       ,1 AVENUE,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3808337,PASSENGER VEHICLE,TK,,,
10/28/2016,17:55,,,40.714079999999996,-74.00949,POINT (-74.00949 40.71408),MURRAY STREET                   ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3550148,TAXI,TAXI,,,
01/14/2013,23:00,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,2897087,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
11/27/2016,13:55,BRONX,10475.0,40.882853999999995,-73.8357,POINT (-73.8357 40.882854),,,3880      BOSTON ROAD                   ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3569206,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03/25/2018,8:45,BROOKLYN,11203.0,40.65254,-73.923676,POINT (-73.923676 40.65254),CHURCH AVENUE                   ,EAST 57 STREET,,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3869184,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/28/2015,12:09,BRONX,10455.0,40.809701399999994,-73.9030288,POINT (-73.9030288 40.8097014),EAST 149 STREET                 ,BRUCKNER BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3285786,OTHER,UNKNOWN,,,
02/28/2014,23:00,QUEENS,11385,40.7005165,-73.8979835,POINT (-73.8979835 40.7005165),NORMAN STREET                   ,MYRTLE AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,219269,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/03/2018,13:00,BROOKLYN,11216.0,40.680557,-73.95224,POINT (-73.95224 40.680557),,,1239      FULTON STREET                 ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3954445,Sedan,Box Truck,,,
