DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
01/05/2018,13:15,STATEN ISLAND,10306.0,40.57278,-74.138145,POINT (-74.138145 40.57278),RICHMOND ROAD                   ,SPRUCE STREET,,0.0,0.0,0,0,0,0,0,0,Glare,Unspecified,,,,3823067,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/13/2014,12:45,,,,,,FOREST AVENUE                   ,DECKER AVENUE                   ,,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,319968,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
11/07/2016,11:45,,,40.840286,-73.92147,POINT (-73.92147 40.840286),WEST 170 STREET                 ,GRANT HIGHWAY,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3556584,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
02/24/2017,10:56,,,,,,,,26        BEARD STREET                  ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3623052,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/10/2016,17:30,BROOKLYN,11229,40.596756,-73.93342,POINT (-73.93342 40.596756),AVENUE W                        ,KNAPP STREET,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Backing Unsafely,,,,3517672,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/28/2013,0:35,BROOKLYN,11212,40.65854960000001,-73.91572629999999,POINT (-73.9157263 40.6585496),LEGION STREET                   ,EAST 98 STREET                  ,,1.0,0.0,1,0,0,0,0,0,Alcohol Involvement,,,,,163018,PASSENGER VEHICLE,,,,
07/21/2018,11:00,BROOKLYN,11205.0,40.690174,-73.95527,POINT (-73.95527 40.690174),KOSCIUSZKO STREET               ,BEDFORD AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3945932,Station Wagon/Sport Utility Vehicle,,,,
11/03/2016,17:00,,,40.811264,-73.95782,POINT (-73.95782 40.811264),AMSTERDAM AVENUE                ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3555228,PASSENGER VEHICLE,,,,
01/31/2013,8:40,QUEENS,11414,40.6641936,-73.8411164,POINT (-73.8411164 40.6641936),156 AVENUE                      ,CROSSBAY BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,229731,PASSENGER VEHICLE,,,,
03/26/2015,11:27,BROOKLYN,11221,40.685694500000004,-73.9355882,POINT (-73.9355882 40.6856945),PUTNAM AVENUE                   ,LEWIS AVENUE                    ,,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3193618,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2017,15:56,,,40.574158000000004,-74.11669,POINT (-74.11669 40.574158),NEW DORP LANE                   ,NEW DORP PLAZA,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3741086,PASSENGER VEHICLE,,,,
07/06/2014,20:20,STATEN ISLAND,10306,40.57046679999999,-74.10976190000001,POINT (-74.1097619 40.5704668),HYLAN BOULEVARD                 ,NEW DORP LANE                   ,,0.0,0.0,0,0,0,0,0,0,Accelerator Defective,Unspecified,,,,987844,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
03/19/2013,11:44,QUEENS,11385,40.7033474,-73.8553956,POINT (-73.8553956 40.7033474),83 AVENUE                       ,WOODHAVEN BOULEVARD             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,215749,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
09/24/2014,19:11,BROOKLYN,11209,40.632100200000004,-74.0304723,POINT (-74.0304723 40.6321002),BAY RIDGE PARKWAY               ,RIDGE BOULEVARD                 ,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,1028341,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/22/2014,22:30,MANHATTAN,10019,40.762065,-73.9836295,POINT (-73.9836295 40.762065),WEST 51 STREET                  ,BROADWAY                        ,,1.0,0.0,1,0,0,0,0,0,Driver Inexperience,,,,,1012548,UNKNOWN,,,,
11/07/2017,14:00,BROOKLYN,11205.0,40.692623,-73.95389,POINT (-73.95389 40.692623),,,196       WALWORTH STREET               ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3785462,FB,SPORT UTILITY / STATION WAGON,,,
09/30/2014,23:20,,,40.7190565,-73.8331917,POINT (-73.8331917 40.7190565),,,,1.0,0.0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,3091087,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
08/11/2018,12:00,QUEENS,11434.0,40.685555,-73.78379,POINT (-73.78379 40.685555),,,116-40    BREWER BOULEVARD              ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3959882,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/24/2013,21:38,STATEN ISLAND,10312,40.5501478,-74.1875721,POINT (-74.1875721 40.5501478),ARDEN AVENUE                    ,WOODROW ROAD                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302594,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/16/2018,13:07,QUEENS,11354.0,40.76877,-73.82754,POINT (-73.82754 40.76877),LEAVITT STREET                  ,32 AVENUE,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3903002,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
06/27/2013,17:10,BROOKLYN,11234,40.6278822,-73.9325061,POINT (-73.9325061 40.6278822),KINGS HIGHWAY                   ,AVENUE J                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,128132,PASSENGER VEHICLE,VAN,,,
11/13/2014,15:35,BRONX,10459,40.822118700000004,-73.8968793,POINT (-73.8968793 40.8221187),INTERVALE AVENUE                ,WESTCHESTER AVENUE              ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,2822924,BUS,PASSENGER VEHICLE,,,
02/20/2015,0:10,BROOKLYN,11230,40.609416700000004,-73.9676868,POINT (-73.9676868 40.6094167),OCEAN PARKWAY                   ,AVENUE P                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3172552,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/06/2015,14:30,QUEENS,11434,40.69101989999999,-73.7746377,POINT (-73.7746377 40.6910199),115 AVENUE                      ,175 STREET                      ,,2.0,0.0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3148521,PASSENGER VEHICLE,UNKNOWN,,,
09/27/2014,19:45,,,40.76443629999999,-73.7226787,POINT (-73.7226787 40.7644363),,,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3081420,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/19/2013,14:30,MANHATTAN,10029,40.796112799999996,-73.9455579,POINT (-73.9455579 40.7961128),EAST 111 STREET                 ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,56421,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/26/2018,13:00,,,40.748543,-73.94964,POINT (-73.94964 40.748543),44 DRIVE                        ,,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4052442,Sedan,Bike,,,
10/10/2016,11:30,MANHATTAN,10001,40.751484000000005,-73.99769,POINT (-73.99769 40.751484),WEST 31 STREET                  ,9 AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3538031,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/06/2017,16:20,,,40.821087,-73.9038,POINT (-73.9038 40.821087),EAST 161 STREET                 ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3767717,TAXI,PASSENGER VEHICLE,,,
05/25/2019,16:00,QUEENS,11373.0,40.745815,-73.88535999999999,POINT (-73.88536 40.745815),,,80-15     41 AVENUE                     ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4144478,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/24/2013,7:10,BROOKLYN,11236,40.6388234,-73.8993929,POINT (-73.8993929 40.6388234),EAST 94 STREET                  ,AVENUE K                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,146126,PASSENGER VEHICLE,UNKNOWN,,,
06/24/2015,18:20,BROOKLYN,11233.0,40.6739216,-73.9101119,POINT (-73.9101119 40.6739216),BERGEN STREET                   ,EASTERN PARKWAY                 ,,0.0,0.0,0,0,0,0,0,0,Illness,Unspecified,,,,3246517,VAN,PASSENGER VEHICLE,,,
07/03/2016,2:25,MANHATTAN,10036,40.7615,-73.997826,POINT (-73.997826 40.7615),11 AVENUE                       ,WEST 43 STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3472978,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/03/2014,21:15,STATEN ISLAND,10308,40.56377379999999,-74.1558518,POINT (-74.1558518 40.5637738),ARTHUR KILL ROAD                ,GIFFORDS LANE                   ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,1034271,OTHER,PASSENGER VEHICLE,,,
02/07/2016,15:30,BROOKLYN,11232.0,40.653197799999994,-74.00557890000002,POINT (-74.0055789 40.6531978),38 STREET                       ,4 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3385729,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/09/2016,12:30,QUEENS,11370,40.758595,-73.89218000000001,POINT (-73.89218 40.758595),,,75-35     31 AVENUE                     ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3536322,PASSENGER VEHICLE,,,,
12/15/2017,19:54,,,40.67134,-73.89959,POINT (-73.89959 40.67134),PITKIN AVENUE                   ,,,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3812485,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
06/22/2015,16:00,QUEENS,11373.0,40.7341354,-73.8691738,POINT (-73.8691738 40.7341354),92 STREET                       ,59 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3245439,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
09/29/2013,1:30,BROOKLYN,11226.0,40.652313899999996,-73.9560111,POINT (-73.9560111 40.6523139),LINDEN BOULEVARD                ,BEDFORD AVENUE                  ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,139341,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/06/2015,16:00,BROOKLYN,11220.0,40.6426233,-74.0198364,POINT (-74.0198364 40.6426233),59 STREET                       ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3236067,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
06/14/2018,14:45,QUEENS,11369.0,40.77005,-73.87853,POINT (-73.87853 40.77005),DITMARS BOULEVARD               ,92 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3921647,Sedan,Sedan,,,
02/15/2013,14:07,QUEENS,11419,40.6847487,-73.8311195,POINT (-73.8311195 40.6847487),LIBERTY AVENUE                  ,111 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,229847,PASSENGER VEHICLE,,,,
01/05/2016,8:45,BRONX,10452,40.8439815,-73.92295490000001,POINT (-73.9229549 40.8439815),UNIVERSITY AVENUE               ,BOSCOBEL AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3365230,BUS,SPORT UTILITY / STATION WAGON,,,
05/20/2014,17:08,BROOKLYN,11231,40.6817078,-74.0043013,POINT (-74.0043013 40.6817078),COLUMBIA STREET                 ,WOODHULL STREET                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,338379,BUS,PASSENGER VEHICLE,,,
08/28/2014,8:45,,,,,,FLATBUSH AVENUE                 ,EASTERN PARKWAY                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,1015592,PASSENGER VEHICLE,,,,
05/10/2014,22:48,MANHATTAN,10012,40.720938700000005,-73.99379499999999,POINT (-73.993795 40.7209387),BOWERY                          ,SPRING STREET                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,333273,SPORT UTILITY / STATION WAGON,LIVERY VEHICLE,,,
05/19/2016,11:50,BROOKLYN,11201.0,40.689262,-73.99349000000001,POINT (-73.99349 40.689262),,,181       PACIFIC STREET                ,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Driver Inattention/Distraction,,,,3445063,PASSENGER VEHICLE,,,,
02/23/2014,14:30,MANHATTAN,10016,40.7476292,-73.9767362,POINT (-73.9767362 40.7476292),EAST 37 STREET                  ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,37497,TAXI,TAXI,,,
01/19/2017,22:30,,,,,,GRAND CENTRAL PKWY              ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3601587,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/15/2015,15:20,BRONX,10467.0,40.8637565,-73.8654698,POINT (-73.8654698 40.8637565),,,2523 HOLLAND AVENUE                     ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3278485,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
11/01/2017,21:05,,,40.874714000000004,-73.84512,POINT (-73.84512 40.874714),EASTCHESTER ROAD                ,,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3783801,PASSENGER VEHICLE,,,,
09/22/2016,8:00,,,40.75404,-73.77595,POINT (-73.77595 40.75404),CLEARVIEW EXPRESSWAY            ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3524951,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/07/2016,18:00,BROOKLYN,11220.0,40.6498215,-74.0090886,POINT (-74.0090886 40.6498215),44 STREET                       ,4 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3401754,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
12/02/2018,3:00,BROOKLYN,11213.0,40.67034,-73.942116,POINT (-73.942116 40.67034),KINGSTON AVENUE                 ,LINCOLN PLACE,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4036526,Taxi,,,,
11/28/2013,11:30,MANHATTAN,10011,40.7341384,-73.9991845,POINT (-73.9991845 40.7341384),AVENUE OF THE AMERICAS          ,WEST 9 STREET                   ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,11752,TAXI,TAXI,,,
03/03/2015,9:05,,,,,,HORACE HARDING EXPRESSWAY       ,146 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3179991,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
09/27/2017,12:45,BROOKLYN,11237.0,40.702090000000005,-73.9226,POINT (-73.9226 40.70209),,,833       HART STREET                   ,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3759252,SPORT UTILITY / STATION WAGON,,,,
02/24/2019,18:15,BRONX,10472.0,40.827040000000004,-73.88339,POINT (-73.88339 40.82704),,,1152      BRONX RIVER AVENUE            ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4086401,Sedan,Station Wagon/Sport Utility Vehicle,,,
04/24/2017,21:05,STATEN ISLAND,10305.0,40.57925,-74.07781,POINT (-74.07781 40.57925),CAPODANNO BOULEVARD             ,SEAVIEW AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3656911,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/23/2018,19:00,,,40.82472,-73.87147,POINT (-73.87147 40.82472),BRUCKNER BOULEVARD              ,METCALF AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3907325,Sedan,Sedan,,,
09/09/2016,12:40,MANHATTAN,10029.0,40.78588,-73.94884,POINT (-73.94884 40.78588),EAST 97 STREET                  ,3 AVENUE,,1.0,0.0,0,0,0,0,1,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3517396,PICK-UP TRUCK,PICK-UP TRUCK,,,
03/24/2013,15:50,MANHATTAN,10003,40.7261864,-73.98942890000001,POINT (-73.9894289 40.7261864),2 AVENUE                        ,EAST 4 STREET                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,15033,TAXI,PASSENGER VEHICLE,,,
05/29/2014,18:00,,,,,,BRONX RIVER AVENUE              ,BRUCKNER BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,343300,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/23/2016,9:25,,,40.877068,-73.90610500000001,POINT (-73.906105 40.877068),BROADWAY                        ,WEST 230 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3449530,SMALL COM VEH(4 TIRES) ,,,,
07/13/2013,14:40,MANHATTAN,10013,40.7256734,-74.0057798,POINT (-74.0057798 40.7256734),SPRING STREET                   ,VARICK STREET                   ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3224,SPORT UTILITY / STATION WAGON,TAXI,,,
01/13/2013,13:42,MANHATTAN,10035,40.8075979,-73.9371788,POINT (-73.9371788 40.8075979),EAST 129 STREET                 ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,60407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/31/2015,9:30,QUEENS,11412.0,40.6977951,-73.74869240000001,POINT (-73.7486924 40.6977951),115 DRIVE                       ,205 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3288499,PASSENGER VEHICLE,,,,
01/28/2016,13:44,QUEENS,11004.0,40.7381238,-73.7046388,POINT (-73.7046388 40.7381238),HILLSIDE AVENUE                 ,264 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3379702,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
06/13/2014,19:25,MANHATTAN,10036,40.76082279999999,-73.9983142,POINT (-73.9983142 40.7608228),WEST 42 STREET                  ,11 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,351208,PASSENGER VEHICLE,UNKNOWN,,,
05/16/2014,14:01,MANHATTAN,10016,40.74953970000001,-73.9774357,POINT (-73.9774357 40.7495397),EAST 39 STREET                  ,LEXINGTON AVENUE                ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,336996,PASSENGER VEHICLE,TAXI,,,
10/23/2018,10:00,QUEENS,11691.0,40.604209999999995,-73.75784,POINT (-73.75784 40.60421),REGINA AVENUE                   ,MCBRIDE STREET,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4006328,Sedan,Pick-up Truck,,,
03/18/2013,16:45,,,40.7252232,-73.89473120000001,POINT (-73.8947312 40.7252232),,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3003700,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2012,18:41,BROOKLYN,11226,40.652144899999996,-73.9591502,POINT (-73.9591502 40.6521449),FLATBUSH AVENUE                 ,LINDEN BOULEVARD                ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,148138,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/16/2014,20:30,BROOKLYN,11220,40.64824,-74.0140002,POINT (-74.0140002 40.64824),49 STREET                       ,3 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,2824666,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
07/19/2014,7:15,,,40.6059516,-74.0760061,POINT (-74.0760061 40.6059516),,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3123424,PASSENGER VEHICLE,,,,
06/17/2016,14:00,BROOKLYN,11225.0,40.65818,-73.95036,POINT (-73.95036 40.65818),,,1195      NOSTRAND AVENUE               ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,3466775,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
02/21/2019,9:47,,,40.767612,-73.950005,POINT (-73.950005 40.767612),FDR DRIVE                       ,,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4084981,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
11/12/2014,14:01,BROOKLYN,11223,40.6007354,-73.98216740000001,POINT (-73.9821674 40.6007354),WEST 10 STREET                  ,AVENUE S                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2823013,PASSENGER VEHICLE,UNKNOWN,,,
06/20/2014,14:45,BROOKLYN,11230,40.624764899999995,-73.96517209999999,POINT (-73.9651721 40.6247649),CONEY ISLAND AVENUE             ,AVENUE J                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,354814,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/12/2019,22:01,BRONX,10474.0,40.805634000000005,-73.87933000000001,POINT (-73.87933 40.805634),RYAWA AVENUE                    ,HALLECK STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4113757,st,Station Wagon/Sport Utility Vehicle,,,
11/02/2018,16:25,BRONX,10475.0,40.881865999999995,-73.83037,POINT (-73.83037 40.881866),,,2187      NEW ENGLAND THRUWAY           ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4014435,Sedan,,,,
12/24/2016,4:05,MANHATTAN,10001.0,40.748512,-73.98872,POINT (-73.98872 40.748512),WEST 32 STREET                  ,AVENUE OF THE AMERICAS,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3598342,TAXI,PASSENGER VEHICLE,,,
06/22/2019,13:40,,,40.772696999999994,-73.93269000000001,POINT (-73.93269 40.772697),8 STREET                        ,,,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4157197,Bus,,,,
02/07/2014,14:25,BROOKLYN,11207.0,40.6764305,-73.89127140000001,POINT (-73.8912714 40.6764305),ATLANTIC AVENUE                 ,VAN SICLEN AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,Unspecified,,,170360,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,,
12/31/2017,12:50,QUEENS,11102.0,40.770275,-73.91887,POINT (-73.91887 40.770275),,,30-05     ASTORIA BOULEVARD             ,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3819719,BICYCLE,SPORT UTILITY / STATION WAGON,,,
03/30/2017,9:50,,,40.584773999999996,-73.96011,POINT (-73.96011 40.584774),BELT PARKWAY                    ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3642335,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/30/2014,11:56,BRONX,10470,40.900741100000005,-73.8701047,POINT (-73.8701047 40.9007411),VANCORTLANDT PARK EAST          ,EAST 240 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,1031700,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
07/08/2012,21:10,BROOKLYN,11213,40.6661246,-73.9313824,POINT (-73.9313824 40.6661246),CARROLL STREET                  ,UTICA AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,152407,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
12/20/2012,17:00,BROOKLYN,11222,40.733275,-73.9598257,POINT (-73.9598257 40.733275),WEST STREET                     ,GREEN STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,198980,PASSENGER VEHICLE,UNKNOWN,,,
09/09/2013,12:50,,,,,,59 STREET                       ,59 DRIVE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,217540,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
04/27/2018,15:05,,,40.69798,-73.72697,POINT (-73.72697 40.69798),CROSS ISLAND PARKWAY            ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3889368,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/19/2018,9:40,QUEENS,11355.0,40.746555,-73.82621,POINT (-73.82621 40.746555),MAIN STREET                     ,BOOTH MEMORIAL AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3884404,VN,PASSENGER VEHICLE,,,
04/19/2016,10:00,BRONX,10461.0,,,,MIDDLETOWN ROAD                 ,PILGRIM AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3412730,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/03/2018,10:50,,,,,,VANWYCK EXPRESSWAY              ,JAMAICA AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3992665,Sedan,Sedan,,,
10/02/2017,15:30,MANHATTAN,10019.0,,,,12 AVENUE                       ,WEST 51 STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3762549,PASSENGER VEHICLE,,,,
09/28/2013,21:20,MANHATTAN,10030,40.819094799999995,-73.940929,POINT (-73.940929 40.8190948),WEST 141 STREET                 ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,67656,PASSENGER VEHICLE,TAXI,,,
02/21/2016,4:15,,,,,,224 STREET                      ,138 AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3392454,PASSENGER VEHICLE,UNKNOWN,,,
04/15/2013,8:57,QUEENS,11374,40.7301174,-73.86231190000001,POINT (-73.8623119 40.7301174),QUEENS BOULEVARD                ,63 ROAD                         ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Fatigued/Drowsy,,,,265869,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
